,MAE,RMSE,MMRE,PRED
62,44.59994125366211,44.59994125366211,45.97932088006403,7.936507936507936
63,123.2865867614746,123.2865867614746,69.26212739408686,7.8125
64,181.3823127746582,181.3823127746582,85.96318140979061,7.6923076923076925
65,99.63647079467772,99.63647079467772,74.91463969524642,7.575757575757576
66,5.628410339355469,5.628410339355469,7.271323902215164,8.955223880597014
67,17.75579833984375,17.75579833984375,174.0757902657525,8.823529411764707
68,32.04972839355469,32.04972839355469,73.99964134812238,8.695652173913043
69,9.227386474609377,9.227386474609377,47.638009235129495,8.571428571428571
70,44.25705146789551,44.25705146789551,351.0801907111603,8.450704225352112
71,146.07239723205566,146.07239723205566,86.94785549527123,8.333333333333332
72,15.485087394714355,15.485087394714355,99.62179123973438,8.21917808219178
73,5.439496994018555,5.439496994018555,21.21239890062131,9.45945945945946
74,8.254402160644531,8.254402160644531,13.31355187200731,10.666666666666668
75,158.5809783935547,158.5809783935547,67.48126740151264,10.526315789473683
76,99.53061866760254,99.53061866760254,78.37056588000199,10.38961038961039
77,6.45947265625,6.45947265625,9.787079782196969,11.538461538461538
78,160.71286010742188,160.71286010742188,82.84168046774325,11.39240506329114
79,230.61580276489255,230.61580276489255,85.09808220106737,11.25
80,33.08567810058594,33.08567810058594,48.65540897144991,11.11111111111111
81,51.33733558654785,51.33733558654785,63.37942665005908,10.975609756097562
82,18.836824417114254,18.836824417114254,176.59501839277937,10.843373493975903
83,148.2901268005371,148.2901268005371,77.23444104194641,10.714285714285714
84,2.6559009552001958,2.6559009552001958,9.919777334193904,11.76470588235294
85,15.694795608520508,15.694795608520508,53.13869277774639,11.627906976744185
86,15.197002410888672,15.197002410888672,102.8186053582137,11.494252873563218
87,167.19468307495117,167.19468307495117,75.9975832158869,11.363636363636363
88,212.3520107269287,212.3520107269287,89.60000452613026,11.235955056179774
89,343.30127716064453,343.30127716064453,85.82531929016113,11.11111111111111
90,104.68585205078124,104.68585205078124,59.48059775612571,10.989010989010989
91,258.34256744384766,258.34256744384766,89.08364394615437,10.869565217391305
92,248.7201385498047,248.7201385498047,83.74415439387364,10.75268817204301
93,66.92667388916016,66.92667388916016,47.131460485324055,10.638297872340425
94,29.460834503173828,29.460834503173828,79.32604027734908,10.526315789473683
95,21.20237922668457,21.20237922668457,237.0488675186746,10.416666666666668
96,16.236074447631836,16.236074447631836,123.14516869862098,10.309278350515463
97,12.224714279174805,12.224714279174805,62.96052240583704,10.204081632653061
98,11.703216552734377,11.703216552734377,31.55755191585992,10.1010101010101
99,2.7623367309570312,2.7623367309570312,4.528420870421362,11.0
100,191.21990966796875,191.21990966796875,85.74883841612947,10.891089108910892
101,144.03710174560547,144.03710174560547,84.23222324304413,10.784313725490197
